Detail of Gifts,Item Category,Name of Recipient,Affiliation,Date,Assessed Value,Retention Cost,Retained,Remarks
One  w,Watch,"Federal  Minister  for
Communication,  Mr.
Murad Saeed",PTI,2020-03-13,130000.0,0.0,No,No
One  w,Watch,"Mr.  Sohail  Mehmood,
Foreign Secretary",PTI,2020-05-19,450000.0,0.0,No,No
One  w,Watch,"Mr.  Murad  Ashraf
Janjua,  Chief  of
Protocol",PTI,2020-05-19,400000.0,0.0,No,No
a,Crockery,"Dr.  Arif  Alvi,
President of Pakistan",PTI,2020-06-09,180000.0,75000.0,Yes,Yes
One  Traditional,Not Specified,"Dr.  Arif  Alvi,
President of Pakistan",PTI,2020-06-09,3000.0,0.0,Yes,Yes
One  Souvenir,Not Specified,"Dr.  Arif  Alvi,
President of Pakistan",PTI,2020-06-09,10000.0,0.0,Yes,Yes
One  Tasbih Sterling,Not Specified,"Dr.  Arif  Alvi,
President of Pakistan",PTI,2020-08-25,6500.0,0.0,Yes,Yes
One  w,Watch,"Ambassador  Syed
Ahsan Raza Shah",Bureaucracy,2020-09-08,0.0,297500.0,Yes,Yes
One Silk Carpet,Carpet,"Mr.  Imran  Khan,
Prime  Minister  of
Pakistan",PTI,2020-09-17,400000.0,0.0,No,No
One  Box  Containing,Not Specified,"Dr.  Arif  Alvi,
President of Pakistan",PTI,2020-09-18,70000.0,20000.0,Yes,Yes
One  Exclusive,Not Specified,"Federal  Minister  for
Maritime  Affairs,",PTI,2020-09-22,42000.0,0.0,No,No
a,Watch,"Prime  Minister,  Mr.
Imran Khan",PTI,2020-09-24,932800.0,2435000.0,Yes,Yes
a,Jewellery/Accessories,"Begum  Prime
Minister,  Wife  of  Mr.
Imran Khan",PTI,2020-09-24,3374300.0,9031000.0,Yes,Yes
One  decoration,Decoration Pieces,"Mr.  Imran  Khan,
Prime  Minister  of
Pakistan",PTI,2020-09-30,70000.0,0.0,No,No
One Vase Black,Decoration Pieces,"Dr.  Arif  Alvi,
President of Pakistan",PTI,2020-10-07,27000.0,0.0,Yes,Yes
a,Carpet,"Dr.  Arif  Alvi,
President of Pakistan",PTI,2020-10-07,2700.0,0.0,Yes,Yes
a,Not Specified,"Dr.  Arif  Alvi,
President  of  Pakistan
and  First  Lady  of
Pakistan",PTI,2020-10-07,0.0,0.0,Yes,Yes
One  Silk  Stamp,Not Specified,"First Lady of Pakistan
wife of Dr. Arif Alvi",PTI,2020-10-07,0.0,0.0,Yes,Yes
One Carpet,Carpet,"Foreign  Secretary,
Mr. Sohail Mehmood",PTI,2020-10-19,18000.0,0.0,Yes,Yes
One  Carpet,Carpet,"Foreign  Minister
Shah  Hussain
Mehmood Qureshi",PTI,2020-10-23,35000.0,0.0,Yes,Yes
One Carpet,Carpet,"Mr.  Imran  Khan,
Prime  Minister  of
Pakistan",PTI,2020-10-26,3000.0,0.0,Yes,Yes
One  Wall Hanging,Not Specified,"Mr.  Imran  Khan,
Prime  Minister  of
Pakistan",PTI,2020-10-26,20000.0,0.0,Yes,Yes
One  Carpet,Carpet,"Foreign  Minister,
Shah  Hussain
Mehmood Qureshi",PTI,2020-10-28,3000.0,0.0,Displayed at PM House,Displayed at PM House
a,Not Specified,"Mr.  Imran  Khan,
Prime  Minister  of
Pakistan",PTI,2020-11-02,60000.0,15000.0,"Sr. a) Displayed at PM
house
Sr. b) Deposited in
Toshakhana","Sr. a) Displayed at PM
house
Sr. b) Deposited in
Toshakhana"
One  Wall  Hanging,Not Specified,"Mr.  Imran  Khan,
Prime  Minister  of
Pakistan",PTI,2020-11-06,15000.0,0.0,Yes,Yes
One  model  of  ship,Not Specified,"Dr.  Arif  Alvi,
President of Pakistan",PTI,2020-11-23,10000.0,0.0,Yes,Yes
a,Not Specified,First Lady of Pakistan,PTI,2020-11-23,12000.0,0.0,Yes,Yes
One model  of  ship,Not Specified,"Dr.  Arif  Alvi,
President of Pakistan",PTI,2020-11-23,7000.0,0.0,Yes,Yes
One  vase,Decoration Pieces,"Dr.  Arif  Alvi,
President of Pakistan",PTI,2020-11-23,50000.0,10000.0,Yes,Yes
Two Leather covers,Not Specified,"Dr.  Arif  Alvi,
President of Pakistan",PTI,2020-11-23,0.0,0.0,Yes,Yes
One  souvenir  ,Not Specified,"Dr.  Arif  Alvi,
President of Pakistan",PTI,2020-11-23,0.0,0.0,Yes,Yes
One  souvenir  ,Not Specified,"Dr.  Arif  Alvi, President of Pakistan",PTI,2020-11-23,8000.0,0.0,Yes,Yes
One  Ginseng  royal,Not Specified,"Dr.  Arif  Alvi,
President of Pakistan",PTI,2020-11-23,20000.0,0.0,Yes,Yes
One carpet,Carpet,"Foreign  minister  of
Pakistan,  Shah
Mehmood Qureshi",PTI,2020-11-25,120000.0,45000.0,Yes,Yes
One  Carpet  ,Carpet,"Mr.  Imran  Khan,
Prime  Minister  of
Pakistan",PTI,2020-12-01,175000.0,0.0,No,No
One  Carpet  ,Carpet,"Brig  Muhammad
Ahmad,  Military
Secretary  to  Prime
Minister",Military,2020-12-01,27000.0,0.0,Yes,Yes
One  carpet  ,Carpet,"Rana  Akbar  Hayat,
PSO  to  Prime
Minister",Unknown,2020-12-01,27000.0,0.0,Yes,Yes
One Azure bowl,Not Specified,"Cdr  Khurram  Javed,
ADC  to  Prime
Minister",Military,2020-12-01,13000.0,0.0,Yes,Yes
One Azure bowl,Not Specified,"Mazhoor  Ali  Ghauri,
CSO  to  Prime
Minister",Unknown,2020-12-01,13000.0,0.0,Yes,Yes
One Azure bowl,Not Specified,"Irfan Ashraf Qazi,
PRO to  Prime
Minister",Unknown,2020-12-01,13000.0,0.0,Yes,Yes
One Azure bowl,Not Specified,"Maj  Saad  Zafar,  Asst
Security  Officer  to
Prime Minister",Military,2020-12-01,13000.0,0.0,Yes,Yes
One  Decoration,Decoration Pieces,"Mr.  Imran  Khan,
Prime  Minister  of
Pakistan",PTI,2020-12-02,20000.0,0.0,Yes,Yes
One  Rug,Carpet,"Mr Ammar Amin,
Deputy  Chief  of
Protocol",Military,2020-12-14,25000.0,0.0,Yes,Yes
One carpet,Carpet,"Mr  Hassan  Afzal Khan,
Chief of Protocol""",Military,2020-12-14,60000.0,15000.0,Yes,Yes
One  handmade,Not Specified,"Dr.  Moeed  Yousaf,
SAPM  on  National
Security",PTI,2020-12-23,3000.0,0.0,No,No
One  Carpet,Carpet,"Mr.    Sohail
Mahmood,  Foreign
Secretary",Bureaucracy,2020-12-28,60000.0,15000.0,Yes,Yes
a,Not Specified,"Mr.  Abdul  Razzak
Dawood,  Advisor  to the
Prime  Minister  on
Commerce & Investment",Unknown,2021-01-04,45000.0,7500.0,Yes,Yes
One carpet,Carpet,"Mr.  Imran  Khan,  Prime
Minister of Pakistan",PTI,2021-01-13,32000.0,1000.0,Yes,Yes
One vase ,Decoration Pieces,"SAPM for National Health
services  Regulation  &
Coordination",Unknown,2021-01-19,50000.0,0.0,No,No
One Vase,Decoration Pieces,"Secretary,  PD&SI
“Planning,  Development
& Special Initiative”",Bureaucracy,2021-01-20,10000.0,0.0,No,No
One Tea set,Crockery,"Mr.  Murad  Saeed,
Federal  Minister  for
communications",PTI,2021-02-01,5000.0,0.0,No,No
One carpet,Carpet,"Mr.  Imran  Khan,  Prime
Minister of Pakistan",PTI,2021-02-22,22000.0,0.0,Yes,Yes
One Bowl,Not Specified,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-02-23,8000.0,0.0,Yes,Yes
a,Not Specified,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-02-23,50000.0,10000.0,Yes,Yes
a,Weapons,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-02-23,210000.0,37500.0,Yes,Yes
One scenery,Not Specified,"SAPM for National Health
Services,  Regulations  &
Coordination",PTI,2021-03-03,15000.0,0.0,Yes,Yes
One  Noritake  dinner,Not Specified,"Mr.  Imran  Khan,  Prime
Minister of Pakistan",PTI,2021-03-04,110000.0,40000.0,Yes,Yes
a,Not Specified,"Mr.  Imran  Khan,  Prime
Minister of Pakistan",PTI,2021-03-04,120000.0,45000.0,Yes,Yes
a,Not Specified,"Mr.  Imran  Khan,  Prime
Minister of Pakistan",PTI,2021-03-04,7500.0,0.0,Yes,Yes
One surahi ,Not Specified,"Mr.  Imran  Khan,  Prime
Minister of Pakistan",PTI,2021-03-04,100000.0,0.0,"Displayed at PM
House","Displayed at PM
House"
One mobile phone,Phone,"Dr Moeed Yusuf, SAPM",PTI,2021-03-05,250000.0,0.0,No,No
One  cash  award  of,Not Specified,"Col.  Moeen  Iqbal,
Commandant  Awaran
Militia  FC  Balochistan
South",Military,2021-03-08,500000.0,0.0,"Cash Award
Rs.500,000/-,
amount
deposited","Cash Award
Rs.500,000/-,
amount
deposited"
Three  tables  in oriental,Not Specified,"Mr. Imran  Khan,  Prime
Minister of Pakistan",PTI,2021-03-11,45000.0,0.0,No,No
One rosary ,Not Specified,"Mr.  Omer  Ayub  Khan,
Minister for Energy",Unknown,2021-03-15,5000.0,0.0,No,No
One wrist watch Rolex,Watch,"Sheikh  Rasheed  Ahmed,
Minister for interior",Unknown,2021-03-17,2350000.0,0.0,No,No
One  w,Watch,"Rear  Admiral  Salman
Ilyas  SI(M)  of  Pakistan
Navy",Military,2021-03-30,110000.0,40000.0,Yes,Yes
One  W,Watch,"Commodore  Shifat  Ali
Khan, Pak Navy",Military,2021-04-14,90000.0,30000.0,Yes,Yes
One  Huawei  Watch  GT,Watch,"Assistant Director
Protocol",Unknown,2021-04-30,32000.0,1000.0,Yes,Yes
One Huawei Tablet,Not Specified,"Syed  Ali  Haider  Zaidi,
Minister  for  Maritime
Affairs",Unknown,2021-05-17,55000.0,0.0,No,No
a,Not Specified,"Mr.  Imran  Khan,  Prime
Minister of Pakistan",PTI,2021-05-18,296500.0,133250.0,Yes,Yes
One box containing,Not Specified,"Begum  Prime  Minister  of
Pakistan",Unknown,2021-05-18,5859000.0,2914500.0,Yes,Yes
One box containing,Not Specified,"Brig  Muhammad  Ahmed,
Military Secretary  to  the
Prime Minister",Military,2021-05-18,12000.0,0.0,Yes,Yes
a,Not Specified,"Dir Com, HIT Taxila",Unknown,2021-05-20,6000.0,0.0,Yes,Yes
a,Not Specified,"Dir Com, HIT Taxila",Unknown,2021-05-20,3000.0,0.0,"a. Gifts at Serial
No. a,b,c and
d are
deposited in
Toshakhana
b. Dates after
being rottened
were written
off.","a. Gifts at Serial
No. a,b,c and
d are
deposited in
Toshakhana
b. Dates after
being rottened
were written
off."
a,Not Specified,"Dir Com, HIT Taxila",Unknown,2021-05-20,0.0,0.0,"a. written off
b. written off
c. written off
d.Deposited in
Toshakhana","a. written off
b. written off
c. written off
d.Deposited in
Toshakhana"
A wooden frame having,Not Specified,"Mr. Afzal Latif, Secretary
Establishment",Bureaucracy,2021-05-25,3000.0,0.0,No,No
One gift box containing,Not Specified,"Mr. Sohail Mehmood,
Foreign Secretary",Bureaucracy,2021-05-26,15200.0,0.0,Yes,Yes
One  Silver  coated,Not Specified,"Sheikh  Rasheed  Ahmed,
Minister of interior",Unknown,2021-06-02,50000.0,0.0,"Displayed at PM
House","Displayed at PM
House"
a,Watch,"Sheikh  Rasheed  Ahmed,
Minister of interior",Unknown,2021-06-02,1975000.0,0.0,No,No
One table  clock  with,Not Specified,"Mr.  Imran  Khan,  Prime
Minister of Pakistan",PTI,2021-06-04,130000.0,0.0,No,No
One  Piece  of  Lacquer,Not Specified,"Shah  Mehmood  Hussain
Qureshi, Foreign Minister
of Pakistan",Unknown,2021-06-08,6000.0,0.0,No,No
One Model of Iraq Map,Not Specified,"Shah  Mehmood  Hussain
Qureshi, Foreign Minister
of Pakistan",Unknown,2021-06-08,6000.0,0.0,No,No
One  box  containing,Not Specified,"Shah  Mehmood  Hussain
Qureshi, Foreign Minister
of Pakistan",Unknown,2021-06-10,25000.0,0.0,Yes,Yes
a,Not Specified,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-06-16,20000.0,0.0,Yes,Yes
a,Not Specified,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-06-16,0.0,0.0,Yes,Yes
One Souvenir,Not Specified,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-06-16,30000.0,0.0,Yes,Yes
One shield,Not Specified,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-06-16,20000.0,0.0,Yes,Yes
One  Silk  Carpet,Carpet,"Mr.  Imran  Khan,  Prime
Minister of Pakistan",PTI,2021-07-26,200000.0,0.0,No,No
One chess,Not Specified,"Mr.  Imran  Khan,  Prime
Minister of Pakistan",PTI,2021-07-26,27000.0,0.0,Yes,Yes
One souvenir,Not Specified,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-07-29,0.0,0.0,Yes,Yes
One shield,Not Specified,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-07-29,0.0,0.0,Yes,Yes
One painting,Not Specified,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-07-29,8000.0,0.0,Yes,Yes
One wall hanging,Not Specified,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-07-29,8000.0,0.0,Yes,Yes
a,Not Specified,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-07-29,106000.0,11500.0,Yes,Yes
One  Model  of  door  of,Not Specified,"Mr.  Imran  Khan,  Prime
Minister of Pakistan",PTI,2021-07-30,20000.0,0.0,Yes,Yes
One  gift  of  metal,Not Specified,"Mr.  Sohail  Mehmood,",Unknown,2021-08-02,16000.0,0.0,Yes,Yes
One  Vase  Golden  ,Decoration Pieces,"Shah  Mehmood  Hussain
Qureshi, Foreign Minister
of Pakistan",Unknown,2021-08-03,20000.0,0.0,No,No
One canik pistol,Weapons,"Mr.  Imran  Khan,  Prime
Minister of Pakistan",PTI,2021-08-17,0.0,0.0,No,No
One Onyx bowl,Not Specified,"Mr.  Imran  Khan,  Prime
Minister of Pakistan",PTI,2021-08-17,22000.0,0.0,Yes,Yes
One  Model  of  Key  of,Not Specified,"Mr.  Imran  Khan,  Prime
Minister of Pakistan",PTI,2021-08-17,6000.0,0.0,Yes,Yes
Korean  Red  Ginseng,Not Specified,"Federal  Minister  for
Economic  Affairs,  Mr.
Omar Ayub Khan",PTI,2021-08-27,13000.0,0.0,No,No
Handmade  scenery,Not Specified,"Shah  Mehmood  Hussain
Qureshi, Foreign Minister
of Pakistan",PTI,2021-08-30,0.0,0.0,No,No
Mirror  with  silver,Not Specified,"Shah  Mehmood  Hussain
Qureshi, Foreign Minister
of Pakistan",PTI,2021-08-30,12000.0,0.0,No,No
a,Not Specified,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-09-01,13130.0,0.0,Yes,Yes
One  model  of Nelson,Not Specified,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-09-01,12000.0,0.0,Yes,Yes
One shield,Not Specified,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-09-20,5000.0,0.0,Yes,Yes
Four Tea sets ,Crockery,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-09-20,56000.0,13000.0,Yes,Yes
One decoration piece,Decoration Pieces,"The  first  lady  of
Pakistan, wife of Dr. Arif,
Alvi",PTI,2021-09-20,15000.0,0.0,Yes,Yes
One  frame  name  of,Not Specified,"The  first  lady  of
Pakistan,  wife  of  Dr.  Arif
Alvi",PTI,2021-09-20,5000.0,0.0,Yes,Yes
One  Samsung  Galaxy,Watch,"Foreign  Secretary,  Mr.
Sohail Mahmood",PTI,2021-10-04,26000.0,0.0,Yes,Yes
One  box  of  silver,Not Specified,"Dir Com, HIT Taxila",Unknown,2021-10-05,82436.0,26218.0,Yes,Yes
a,Decoration Pieces,"Dir Com, HIT Taxila",Unknown,2021-10-05,16000.0,0.0,Yes,Yes
One  Wrist  watch  GF,Watch,"Pakistan  Navy’s  Officers,
Cdre  Rashid  Mehmood,
during Expert Level Staff
Talks held on 16th to 17th
September, 2021",Military,2021-10-21,0.0,17500.0,Yes,Yes
One  Wrist  watch  GF,Watch,"Pakistan  Navy’s  Officers,
Capt Tayyab  Wadood
Anwar,  during  Expert
Level  Staff  Talks  held  on
16th to  17th September,
2021",Military,2021-10-21,65000.0,17500.0,Yes,Yes
One  wrist  watch  GF,Watch,"Cdr  Memon  Asadullah,
Pakistan  Navy’s  Officers,
during Expert Level Staff
Talks held on 16th to 17th
September, 2021",Military,2021-10-21,65000.0,17500.0,Yes,Yes
One  Model  of  Golden,Not Specified,"Dr.  Shahbaz  Gill,  SAPM
on  Political
Communication",PTI,2021-11-04,15600.0,0.0,No,No
Two writing  pens,Pen,"Attorney  General  for
Pakistan",Unknown,2021-11-05,5000.0,0.0,No,No
One  box  containing,Not Specified,"SAPM  on  National
Security,  Dr.  Moeed
Yusuf",PTI,2021-11-10,28000.0,0.0,Yes,Yes
a,Not Specified,"Mr.  Imran  Khan,  Prime
Minister of Pakistan",PTI,2021-11-11,271000.0,193000.0,Yes,Yes
One  Hand  Carved,Not Specified,"Shah  Mehmood  Hussain
Qureshi, Foreign Minister
of Pakistan",Unknown,2021-11-12,22000.0,0.0,Yes,Yes
One gift box containing,Not Specified,"Deputy  Chief  of
Protocol(V-II)",Military,2021-11-15,8000.0,0.0,Yes,Yes
a,Decoration Pieces,"Advisor  to  the  Prime
Minister  on  commerce &
Investment  (Mr.  Abdul
Razzaq Dawood)",Unknown,2021-11-29,93000.0,31500.0,Yes,Yes
a,Not Specified,"Foreign  Secretary,  Mr.
Sohail Mehmood",Bureaucracy,2021-12-01,5000.0,0.0,Yes,Yes
a,Not Specified,"Director  General
(Protocol), Mr. Ali Haider
Altaf",Unknown,2021-12-01,5000.0,0.0,Yes,Yes
a,Not Specified,"Deputy Chief of protocol,
Mr. Adeel Ahmad Khan",Unknown,2021-12-01,5000.0,0.0,Yes,Yes
a,Carpet,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-12-07,1115300.0,263825.0,Yes,Yes
One carved wood panel,Not Specified,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-12-07,12000.0,0.0,Yes,Yes
Eight books,Not Specified,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-12-07,0.0,0.0,Yes,Yes
One carpet,Carpet,"The  first  lady  of
Pakistan,  wife  of  Dr.  Arif
Alvi",Unknown,2021-12-07,12000.0,0.0,Yes,Yes
a,Bags,"The  first  lady  of
Pakistan,  wife  of  Dr.  Arif
Alvi",Unknown,2021-12-07,8000.0,9500.0,Yes,Yes
a,Bags,"The  first  lady  of
Pakistan,  wife  of  Dr.  Arif
Alvi",Unknown,2021-12-07,32000.0,0.0,Yes,Yes
Two  Envelopes,Not Specified,"The  first  lady  of
Pakistan,  wife  of  Dr.  Arif
Alvi",Unknown,2021-12-07,19700.0,0.0,Yes,Yes
a,Not Specified,"The  first  lady  of
Pakistan,  wife  of  Dr.  Arif
Alvi",Unknown,2021-12-07,28000.0,0.0,Yes,Yes
a,Clothes,"The  first  lady  of
Pakistan,  wife  of  Dr.  Arif
Alvi",Unknown,2021-12-07,12250.0,0.0,Yes,Yes
a,Clothes,"The  first  lady  of
Pakistan,  wife  of  Dr.  Arif
Alvi",Unknown,2021-12-07,26500.0,0.0,Yes,Yes
One Traditional scarf,Not Specified,"The  first  lady  of
Pakistan,  wife  of  Dr.  Arif
Alvi",Unknown,2021-12-07,8000.0,0.0,Yes,Yes
One scarf,Not Specified,"The  first  lady  of
Pakistan,  wife  of  Dr.  Arif
Alvi",Unknown,2021-12-07,7000.0,0.0,Yes,Yes
a,Not Specified,"Brig  Sheryar  Munir
Hafiez MS(P)",Military,2021-12-07,5000.0,0.0,Yes,Yes
Two books,Not Specified,"Mrs.  Mehreen  Sheryar
wife of MS(P)",Unknown,2021-12-07,0.0,0.0,Yes,Yes
One  envelope,Not Specified,"Maj  Jahan  Dad  Khan
CSO(P)",Military,2021-12-07,23200.0,0.0,Yes,Yes
One  envelope,Not Specified,"Sqn  Ldr  Umer  Farooq,
ADC(P)",Military,2021-12-07,4500.0,0.0,Yes,Yes
One  envelope,Not Specified,"Lt  Cdr.  Faizan  Haider
ADC(P)",Military,2021-12-07,4500.0,0.0,Yes,Yes
One  envelope,Not Specified,"Maj  Irfan  Mehmood
SO(P)",Military,2021-12-07,2700.0,0.0,Yes,Yes
One  envelope,Not Specified,"Mr.  Tariq  Aslam,  AS
(Protocol)",Unknown,2021-12-07,4500.0,0.0,Yes,Yes
One  envelope,Not Specified,"Mr.  Abdul  Rasheed,
(Protocol Assistant)",Unknown,2021-12-07,4500.0,0.0,Yes,Yes
One  envelope,Not Specified,"Hav Tahir Mehmood
(Security staff)",Unknown,2021-12-07,4500.0,0.0,Yes,Yes
One  envelope,Not Specified,"Hav  Iqbal,  (Security
staff)",Unknown,2021-12-07,4500.0,0.0,Yes,Yes
One  envelope,Not Specified,"Hav  Ali  Muhammad,
(Security staff)",Unknown,2021-12-07,4500.0,0.0,Yes,Yes
One  envelope,Not Specified,"L/NK
Sami  Ullah,  (Security
staff)",Unknown,2021-12-07,4500.0,0.0,Yes,Yes
Packet  ,Food,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-12-07,6733.0,0.0,Yes,Yes
,Food,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-12-07,3950.0,48512.76099881094,Yes,Yes
One Tissot  Swiss,Watch,"Pakistan  Navy  Officer,
Cdre  Azhar  Mehmood
SI(M),
during  visit  to  royal
Saudi  Naval  forces  to
Pakistan",Military,2021-12-10,30000.0,0.0,Yes,Yes
Apple i Phone ,Phone,"Pakistan  Navy  Officer
Rear  Admiral  Tariq  Ali
HI(M)",Unknown,2021-12-10,136499.0,53250.0,Yes,Yes
a,Not Specified,"Dr. Arif Alvi, President of
Pakistan",PTI,2021-12-16,18300.0,0.0,Yes,Yes
Silver decoration piece,Decoration Pieces,"Mr.  Abdul  Razzaq
Dawood,  Advisor  to  the
Prime  Minister  on
Commerce & Investment",Unknown,2021-12-23,0.0,0.0,Yes,Yes
a,Carpet,"Mr.  Abdul  Razzaq
Dawood,  Advisor  to  the
Prime  Minister  on
Commerce & Investment",Unknown,2021-12-23,330000.0,150000.0,Yes,Yes
Handmade  carpet  Red,Carpet,"Shah  Mehmood  Hussain
Qureshi, Foreign Minister
of Pakistan",Unknown,2021-12-27,0.0,0.0,Yes,Yes
One Green Tea set and Dates ,Not Specified,"Shah  Mehmood  Hussain  Qureshi,
Foreign Minister of Pakistan",PTI,2021-12-27,39000.0,4500.0,Yes,Amount
One Carpet,Carpet,"Dr. Arif Alvi, President of Pakistan",PTI,2022-01-03,20000.0,0.0,Yes,Yes
One  Onyx  Jewellery,Not Specified,First lady of Pakistan,Unknown,2022-01-03,16000.0,0.0,Yes,Yes
a,Not Specified,"Dr. Arif Alvi, President of Pakistan",PTI,2022-01-03,120000.0,15000.0,Yes,Yes
A gift ,Not Specified,"Mr.  Sohail Mehmood,  Foreign
Secretary",Bureaucracy,2022-01-06,10000.0,0.0,Yes,Yes
One  ,Decoration Pieces,"Advisor  to  the  Prime  Minister  on
Commerce & Investment",Unknown,2022-01-06,40000.0,0.0,No,No
a,Watch,"Ms.  Tayyaba  Ali,  Section  Officer,
Cabinet division",Unknown,2022-01-07,16500.0,0.0,No,No
a,Not Specified,"Mr.  Omer  Ayub  Khan,  Federal
Minister for Economic Affairs",Unknown,2022-01-07,108000.0,0.0,No,No
One  Victorinox  Swiss,Watch,"Capt.  M  Zahid  Zaheer  PN  of
Pakistan Navy",Military,2022-01-11,75000.0,22500.0,Yes,Yes
One  Victorinox  swiss,Watch,"Capt.  Imran  Khalid  Shafi  PN  of
Pakistan Navy",Military,2022-01-11,85000.0,27500.0,Yes,Yes
Two  blue  decoration,Decoration Pieces,"Shah  Mehmood  Hussain  Qureshi,
Foreign Minister of Pakistan",PTI,2022-01-25,98000.0,0.0,No,No
One Turkmen Rug,Not Specified,"Secretary, Petroleum Division",Bureaucracy,2022-02-02,10000.0,0.0,No,No
Two gifts i,Crockery,"Mr.  Sohail  Mehmood,  Foreign
Secretary",Bureaucracy,2022-02-09,60000.0,0.0,Yes,Yes
One w,Watch,"Dr. Arif Alvi, President of Pakistan",PTI,2022-02-09,2500000.0,123500.0,Yes,Yes
W,Watch,"Sheikh Rashid Ahmed, Minister for
Interior",Unknown,2022-02-09,2100000.0,0.0,No,No
One  box  containing,Decoration Pieces,"Dr. Arif Alvi, President of Pakistan",PTI,2022-02-11,10000.0,0.0,Yes,Yes
One Urn ,Decoration Pieces,Justice Qazi Faez Isa,Judiciary,2022-02-14,330000.0,0.0,"Displayed
at Supreme
Court
Museum","Displayed
at Supreme
Court
Museum"
A flower vase,Decoration Pieces,"Mr.  Imran  Khan,  Prime  Minister  of
Pakistan",PTI,2022-02-14,40000.0,0.0,No,No
One  flower  vase  ,Decoration Pieces,"Mr.  Imran  Khan,  Prime  Minister  of
Pakistan",PTI,2022-02-14,27000.0,0.0,Yes,Yes
One  Business  card,Not Specified,"Special  Assistant  to  the  Prime
Minister  for  National  Health
Services,  Regulation &
Coordination",Unknown,2022-02-22,7000.0,0.0,No,No
One steel cutlery set,Not Specified,"Dir Com, Heavy Industries Taxila",Unknown,2022-02-23,0.0,0.0,No,No
One  golden  model  of,Not Specified,"Dr. Arif Alvi, President of Pakistan",PTI,2022-02-25,20000.0,0.0,Yes,Yes
One crystal souvenir,Not Specified,"Dr. Arif Alvi, President of Pakistan",PTI,2022-03-02,6000.0,0.0,Yes,Yes
Four boxes containing,Not Specified,"Dr. Arif Alvi, President of Pakistan",PTI,2022-03-07,5000.0,0.0,Yes,Yes
One souvenir  clock,Not Specified,"Dr. Arif Alvi, President of Pakistan",PTI,2022-03-10,110000.0,40000.0,Yes,Yes
One  bag  containing,Crockery,"Shah  Mahmood  Hussain  Qureshi,
Foreign Minister of Pakistan",PTI,2022-03-11,8000.0,0.0,No,No
One  model  of,Not Specified,"Mr.  Imran  Khan,  Prime  Minister  of
Pakistan",PTI,2022-03-15,25000.0,0.0,No,No
One  soft  drink  set,Not Specified,"Mr.  Imran  Khan,  Prime Minister  of
Pakistan",PTI,2022-03-16,280000.0,0.0,No,No
One tea set ,Crockery,"Mr.  Imran  Khan,  Prime  Minister  of",PTI,2022-03-16,57000.0,0.0,No,No
a,Weapons,"Mr.  Imran  Khan,  Prime  Minister  of
Pakistan",PTI,2022-03-16,800000.0,0.0,"Sr.No. (a)
Deposited
in
Toshakhana
Sr.No.(b)
Displayed
at Prime
Minister
House","Sr.No. (a)
Deposited
in
Toshakhana
Sr.No.(b)
Displayed
at Prime
Minister
House"
One Olympic Mascot,Not Specified,"Brig.  Muhammad  Ahmed, Military
Secretary to the Prime Minister",Military,2022-03-16,5000.0,0.0,Yes,Yes
Two  framed,Not Specified,"Dr. Arif Alvi, President of Pakistan",PTI,2022-03-17,29000.0,0.0,Yes,Yes
One  Onyx Plate,Not Specified,"Mr.  Imran  Khan,  Prime  Minister  of
Pakistan",PTI,2022-03-25,50000.0,0.0,No,No
One shield,Not Specified,"Mr.  Imran  Khan,  Prime  Minister  of
Pakistan",PTI,2022-03-25,12000.0,0.0,No,No
One carpet,Carpet,"Mr.  Imran  Khan,  Prime Minister  of
Pakistan",PTI,2022-03-25,287000.0,0.0,No,No
